Image,Contrast,Dissimilarity,Homogeneity,ASM,Energy,Correlation,Entropy,Gabor,Gabor_0,Gabor_45,Gabor_90,Gabor_135,HOG,LBP,Category
gg (339),0.39936205621301774,0.2346677761341223,0.898658891469651,0.4036663197397556,0.635347400828677,0.877645308823789,2.4392052042709893,0.00021156260955189173,0.008131532557396877,0.0002921634964180199,0.00813153255739687,0.000292163496418019,0.2120158416302484,2.036950796119621,glioma_tumor
gg (34),0.3623258752465483,0.20816383136094674,0.910405438741591,0.37084879375675456,0.6089735575185138,0.798265080965545,2.2801587153058933,0.00013978593900498902,0.0070405056525027505,0.0002529632309120986,0.007040505652502745,0.00025296323091209824,0.23242441560942534,2.1150956697696692,glioma_tumor
gg (340),0.6185512204142013,0.34381163708086787,0.8543973504143351,0.2691746055531468,0.5188203981660193,0.777577499435492,2.9390507252668012,0.00022920924711166118,0.009404522598737855,0.0003379016421806143,0.00940452259873785,0.00033790164218061325,0.24192238087451498,2.343553901320858,glioma_tumor
gg (341),0.4582716962524654,0.2970445019723866,0.8673326803511388,0.3106269696778082,0.5573391872798898,0.8270317653908437,2.7324641626551576,0.00019569309730427584,0.008645858961815817,0.00031064308800232167,0.00864585896181581,0.00031064308800232053,0.2397824089119687,2.3209823915772865,glioma_tumor
gg (342),0.4301883012820513,0.2663800542406312,0.8828996471776503,0.3496480659086044,0.5913104649070609,0.7958622073913951,2.493215844898013,0.00016480959441786554,0.007642869675144782,0.0002746059873948765,0.007642869675144776,0.00027460598739487564,0.22431348321099748,2.1790035146944144,glioma_tumor
gg (343),0.38698070759368836,0.2579897066074951,0.8836957405430311,0.31796146474726156,0.5638807185453867,0.8181229323446266,2.5708318193826707,0.0001731827233856912,0.008303405184563897,0.00029833882773929555,0.00830340518456389,0.00029833882773929474,0.24216524324518712,2.303812061449541,glioma_tumor
gg (344),0.39325228057199213,0.2525810527613412,0.8875857034136435,0.32907801674047393,0.5736532199338499,0.7719380946065297,2.458056804346477,0.00015540621119674734,0.00784493178564309,0.0002818660176880698,0.007844931785643083,0.00028186601768806914,0.24526708055164306,2.3593046766796633,glioma_tumor
gg (345),0.5019107495069033,0.293161365877712,0.8737615757030894,0.31709103525503207,0.5631083690152652,0.7429068938033621,2.587101128752712,0.00017503364222879746,0.008086671585539338,0.0002905516553169609,0.008086671585539325,0.00029055165531696015,0.2534948349999096,2.4330251904716347,glioma_tumor
gg (346),0.5159254807692308,0.2999414447731755,0.8706198750278599,0.30305125664199006,0.5505009142971428,0.7184457503118087,2.6116823054120553,0.00017739820435344475,0.008268433954248457,0.0002970823220497618,0.008268433954248451,0.000297082322049761,0.2509047526647752,2.4289634493509142,glioma_tumor
gg (347),0.6390609590729784,0.350938424556213,0.8517642929772291,0.26738146834712223,0.5170894200688332,0.7327914460916072,2.8937726285778402,0.0002172289407473878,0.009165645669563245,0.00032931886662771197,0.009165645669563236,0.00032931886662771094,0.25846800784647994,2.497407481742245,glioma_tumor
gg (348),0.6160395093688364,0.33080621301775154,0.8607621277495703,0.2554746456720636,0.505444997672411,0.749099334642458,2.8916804944272734,0.00022749036171520602,0.009603500800957126,0.00034505086858547824,0.009603500800957116,0.00034505086858547726,0.25744840788347495,2.4926412151848325,glioma_tumor
gg (349),0.5764762080867851,0.3162367480276135,0.8656975098031378,0.2694433431390629,0.5190793225886222,0.7209794368128856,2.7654857546946845,0.00020516523989333826,0.008960120315589137,0.00032193440304771864,0.008960120315589128,0.0003219344030477177,0.25736112048796383,2.5015811888350816,glioma_tumor
gg (35),0.582462709566075,0.2906342455621302,0.8807500062677306,0.31502933465912614,0.5612747407991261,0.8083458259618025,2.738464047030258,0.00022606216423333873,0.009100987840490344,0.00032699573045634505,0.009100987840490338,0.000326995730456344,0.24908348851154682,2.2417910631693125,glioma_tumor
gg (350),0.4783807938856016,0.2982387204142012,0.8679290909066513,0.2735608032933438,0.5230304037944102,0.7765321880030643,2.754163452272956,0.0001923703780055296,0.009068881411355563,0.00032584215620360665,0.00906888141135555,0.0003258421562036056,0.25482417143018754,2.4737072456344102,glioma_tumor
gg (351),0.6620824087771203,0.35382766272189353,0.8512598705072544,0.2499592539254512,0.4999592522650733,0.7786661723703454,3.0310008271546494,0.0002634734960652572,0.01041081876170435,0.0003740575578495355,0.010410818761704342,0.00037405755784953427,0.2598139967918409,2.521019579138261,glioma_tumor
gg (352),0.6957978920118345,0.36448317307692313,0.8478645793571123,0.2419252631480155,0.49185898705626546,0.7709828664109512,3.0775175087382287,0.000271040649572641,0.010549997134966023,0.00037905819455250403,0.010549997134966016,0.000379058194552503,0.25730317854128243,2.514732123805026,glioma_tumor
gg (353),0.7679440951676528,0.3855707593688363,0.8422464588226912,0.2437210558789451,0.49368112773220846,0.7634575546401446,3.119603055595142,0.0002769939553398435,0.010661745616060654,0.00038307328355639803,0.010661745616060645,0.0003830732835563968,0.25516590753791557,2.5032045093318844,glioma_tumor
gg (354),0.6598942924063116,0.3403214373767259,0.85935965791096,0.2624506197768591,0.5122993458680765,0.777440261636861,2.9554855717626562,0.00024989977146948296,0.010142610438231336,0.0003644209142031898,0.010142610438231324,0.0003644209142031888,0.24932648946486474,2.4564107165501143,glioma_tumor
gg (355),0.48554610453648916,0.2825058555226825,0.8779973054487391,0.3099156667123906,0.55670069760365,0.7636712696690631,2.617891939966528,0.00017310727019892664,0.008255342546427302,0.00029661195174071305,0.008255342546427296,0.0002966119517407121,0.24360765728003647,2.3914430129702113,glioma_tumor
gg (356),0.513382951183432,0.276557877218935,0.8837858656464808,0.3091746387771301,0.5560347460160472,0.8178546465003572,2.717948685985473,0.00021158782320078882,0.008963696490917411,0.0003220628939416971,0.0089636964909174,0.00032206289394169597,0.2374243751030218,2.338195383342447,glioma_tumor
gg (357),0.30207562869822485,0.21493620562130172,0.9010815659727675,0.3848524144715836,0.6203647430919842,0.8821308326348299,2.388982559159779,0.000183109528274904,0.008090942726113591,0.0002907051161012671,0.008090942726113584,0.0002907051161012662,0.2590779958987462,2.2296629500951233,glioma_tumor
gg (358),0.4008336415187378,0.2603088017751479,0.8836306204055238,0.3190462185671309,0.5648417641845642,0.884545734365867,2.712621124910327,0.00026325088372841784,0.01040229578514601,0.0003737513298889882,0.010402295785145992,0.0003737513298889871,0.28306920989933854,2.4192594713887345,glioma_tumor
gg (359),0.46606108234714,0.2930612056213018,0.8704514910708622,0.2708950365279628,0.5204757790022153,0.8719347791029184,2.932665039406909,0.0002903719998260553,0.011448278324576013,0.0004113333409507806,0.011448278324576002,0.0004113329890836906,0.2927966321791072,2.518394378149253,glioma_tumor
gg (36),0.5994052021696253,0.29310743343195267,0.8809534708784731,0.3070616970330347,0.5541314799152226,0.769605067154982,2.668612883569286,0.00021255500936437688,0.00903133398348245,0.00032449308851784396,0.009031333983482444,0.0003244930885178431,0.25151025269341165,2.3052764608436243,glioma_tumor
gg (360),0.5330567369329389,0.3207632211538462,0.8603147705824433,0.2287645235304249,0.47829334464366624,0.8494196931612203,3.094787808026974,0.00030921155729075114,0.012236075483747253,0.0004396381170964681,0.012236075483747244,0.00043963883851614997,0.29522463912605734,2.5639512586084705,glioma_tumor
gg (361),0.6296613042406312,0.3488966962524655,0.8522170433795097,0.21812557784110337,0.46703916092882763,0.8229503376968722,3.1642772843852436,0.00031352064855448607,0.012293151435032408,0.00044168928295567765,0.0122931514350324,0.00044168911586488447,0.3003249566680034,2.60108183356311,glioma_tumor
gg (362),0.509700135601578,0.3000647189349112,0.8701761260741148,0.26838903861686586,0.5180627747839694,0.83730036827579,2.921215811504914,0.00025664490039031324,0.01052384424143847,0.0003781185290269066,0.01052384424143846,0.0003781185290269055,0.2757782341435113,2.401706627701847,glioma_tumor
gg (363),0.4418916420118344,0.2709643121301775,0.8810803387903219,0.31284743149045735,0.5593276602229299,0.8585779547193838,2.7372248642243857,0.00024188420644865913,0.009810393885144505,0.00035248447429685263,0.009810393885144496,0.0003524844742968518,0.2670379894036524,2.3142142586543573,glioma_tumor
gg (364),0.5418823964497042,0.3060589250493097,0.8697239771742143,0.3013176307850222,0.5489240665019364,0.7462314365994542,2.6897636489536216,0.00018292131051587246,0.008474258529370143,0.00030447753655475743,0.008474258529370135,0.00030447753655475645,0.24763838068904515,2.369322669805242,glioma_tumor
gg (365),0.5219851762820512,0.30657898791913213,0.8667952908716183,0.2297931658216633,0.479367464291918,0.8187946775043314,2.998626448593162,0.0002554974683744147,0.011344558622531472,0.0004076065644465723,0.01134455862253146,0.0004076065307682945,0.30193272318507514,2.644482891379588,glioma_tumor
gg (366),0.5873859714003946,0.3336569280078896,0.856307308389409,0.22535405184355037,0.474714705737615,0.7992901819872291,3.036653521901391,0.0002606458111814154,0.01130024397057563,0.0004060145950935454,0.011300243970575621,0.00040601407613566353,0.30424219212685366,2.66379612866952,glioma_tumor
gg (367),0.3664594119822485,0.2762150209566075,0.8708393663066616,0.22998733131393825,0.47956994413113324,0.8792864535185481,3.006067705939771,0.0002580951140703908,0.011235533053879773,0.00040368929202106016,0.011235533053879764,0.00040368929202105907,0.30267245939645737,2.580745866908847,glioma_tumor
gg (368),0.3594674556213018,0.26216561883629186,0.8785847889167048,0.3027047859677679,0.5501861375641592,0.8900391213027099,2.7883780974673065,0.00024521418167339237,0.010527471573930684,0.000378248857982256,0.010527471573930676,0.00037824885798225504,0.30037791903108263,2.588683759414086,glioma_tumor
gg (369),0.5212570882642998,0.32904955621301774,0.8540093900666744,0.22377489814909524,0.47304851563988154,0.8708810998856059,3.212904793805647,0.0003298982207238815,0.013016261808245506,0.000467670335615891,0.013016261808245487,0.00046767033561589,0.3109982853989681,2.6391365086515846,glioma_tumor
gg (37),0.557137573964497,0.27744391025641024,0.8865892397667221,0.3058748014434706,0.5530594917759487,0.7616377142252452,2.6183791859193217,0.0001987585307234175,0.008835089311230707,0.0003174419846267871,0.008835089311230698,0.0003174421694030833,0.24948446369273103,2.30436477662457,glioma_tumor
gg (370),0.6058462771203157,0.35327292899408286,0.847246875986706,0.2515157515616556,0.5015134609974647,0.861199608501442,3.168235818758041,0.0003470664355392831,0.012986392781110969,0.0004665970581496983,0.01298639278111096,0.0004665972429259943,0.3091894449885907,2.6479954667274344,glioma_tumor
gg (371),0.6603334566074951,0.34720167652859957,0.854721495032309,0.23957907162244896,0.4894681517958538,0.8353376972761498,3.16949117395254,0.0003347684606951555,0.012872639518327587,0.0004625100303364379,0.012872639518327575,0.0004625100303364368,0.3078494888477346,2.6473378214586605,glioma_tumor
gg (372),0.5399100098619329,0.30996517504930965,0.866468795807575,0.27332053081313185,0.5228006606854393,0.7897907340238248,2.8290639100132644,0.00021747821367028606,0.0101224564460979,0.00036369678738368516,0.010122456446097893,0.00036369678738368413,0.30528626213957843,2.6522484909563167,glioma_tumor
gg (373),0.5398175542406312,0.3040326060157791,0.869934081452366,0.2884556701565653,0.5370806924071702,0.8151029505305815,2.8350328049485394,0.00023332480871559577,0.009640302106420315,0.000346373128319542,0.009640302106420305,0.00034637312831954073,0.2543879697010094,2.448373737526561,glioma_tumor
gg (374),0.4176990877712031,0.2569726947731756,0.8868597843020267,0.31937249622866093,0.5651305125620638,0.7864922056968963,2.545076464306896,0.000169153449794527,0.00818061640835326,0.0002939270642832229,0.008180616408353256,0.000293927064283222,0.25231533112139604,2.429580367909235,glioma_tumor
gg (375),0.4573317307692307,0.28007119082840237,0.8768132020612006,0.3075545315771264,0.5545759926079801,0.76078939204325,2.6010159152041354,0.0001715115385799074,0.00825685409583731,0.0002966662612521759,0.008256854095837304,0.000296666261252175,0.250988388269077,2.4259792753564344,glioma_tumor
gg (376),0.40943971893491127,0.254322300295858,0.8878036692839926,0.32535040066320314,0.5703949514706482,0.7368991626392948,2.440048744913689,0.0001481373980718427,0.007704179123053369,0.00027680881724742823,0.007704179123053363,0.0002768088172474276,0.251542450968712,2.428859415734771,glioma_tumor
gg (377),0.6778923200197239,0.3594212278106509,0.8498835903977251,0.2578840226242108,0.5078228260173137,0.756349172008708,2.98880031513429,0.00023536811365875977,0.009689293295343897,0.0003481333668660345,0.009689293295343888,0.0003481333668660334,0.2534894512229678,2.4608225882493038,glioma_tumor
gg (378),0.7006209935897435,0.3461307322485207,0.8596359303906675,0.2664603436535192,0.5161979694395545,0.7798814137137988,2.9717259958526414,0.0002585635171081145,0.010191516686958188,0.00036617810087419793,0.010191516686958177,0.00036617810087419673,0.2522128601185617,2.4649903783915623,glioma_tumor
gg (379),0.5228442430966469,0.2972062993096647,0.8729158832003473,0.3333757976014068,0.5773870431533832,0.8071658393959515,2.6774421814904943,0.00021271278977004395,0.008486691650666636,0.0003049242548288014,0.008486691650666624,0.00030492425482880046,0.23709973868127132,2.3605921009855075,glioma_tumor
gg (38),0.4281234590729782,0.2719042776134122,0.8791433306771421,0.30463630318735807,0.5519386770170741,0.8886356829755454,2.8127421681675266,0.00029078138491303124,0.011249106111225572,0.0004041769678513221,0.011249106111225564,0.00040417696785132124,0.30011750737492354,2.4947792173327814,glioma_tumor
gg (380),0.5567600468441815,0.31928007889546345,0.8627410512448744,0.28575116194376615,0.5345569772660032,0.7945657743993116,2.838455154487506,0.0002267703240477947,0.00932148004322025,0.0003349179483688689,0.009321480043220238,0.00033491794836886776,0.24238177304495795,2.4140780181016828,glioma_tumor
gg (381),0.5283761711045365,0.31168330867850097,0.8645923743744782,0.2540832709992309,0.5040667326845036,0.7976670660330153,2.880827343871682,0.0002327910190864337,0.009938674817257402,0.0003570935692473212,0.009938674817257393,0.00035709356924732,0.24773263447037042,2.45300451650199,glioma_tumor
gg (382),0.552175788954635,0.32039725098619326,0.8615907663718098,0.25871704812593377,0.5086423577779713,0.7914286842362462,2.8829298767534044,0.000236117035760996,0.0099231606833704,0.00035653615112615756,0.009923160683370388,0.00035653615112615653,0.24955365972564159,2.4739509717795682,glioma_tumor
gg (383),0.6528984837278107,0.34569927268244577,0.855687307027016,0.25875544613795964,0.5086801019677885,0.7905711536607352,2.9733022932801667,0.0002741233128461042,0.010593028031675816,0.00038060428160903296,0.010593028031675809,0.00038060428160903193,0.25392273646437324,2.4892275471879195,glioma_tumor
gg (384),0.5535626232741617,0.3327246671597633,0.854772049536886,0.2564213187191953,0.5063806065788808,0.7701593477481808,2.892231848413751,0.00021873824014633945,0.009512596451094368,0.0003417847028894004,0.009512596451094356,0.00034178470288939933,0.25174142475330064,2.4682210091144228,glioma_tumor
gg (385),0.6730923323471399,0.32780140532544366,0.8676955250770729,0.29482611068544456,0.5429789228740325,0.7565000860230786,2.798278798844829,0.00023490944846171318,0.009319813091859405,0.00033485805531248555,0.009319813091859395,0.0003348580553124845,0.23536070165647552,2.325127636994058,glioma_tumor
gg (386),0.7151904585798816,0.3433724728796844,0.8624607198725607,0.28966716505924106,0.5382073625093223,0.7676298496017728,2.8775189578164158,0.0002569150823166375,0.009799344902962926,0.000352087487721045,0.009799344902962918,0.00035208748772104384,0.2298176710946097,2.298165968133767,glioma_tumor
gg (387),0.6456638313609466,0.32677668885601574,0.86672651482492,0.31455893500754095,0.5608555384477726,0.7600825059622489,2.7495042858793255,0.00021403499435555516,0.008639389993651152,0.00031041065993985434,0.008639389993651143,0.00031041065993985326,0.2241521271121461,2.2473090823057826,glioma_tumor
gg (388),0.4137697238658777,0.24909855769230768,0.8916142742056964,0.3649866321989743,0.6041412353075846,0.7735600254648419,2.3791688314668473,0.00014850919254134507,0.0071360633738250575,0.00025639659083216297,0.007136063373825049,0.0002563965908321621,0.21734356196408272,2.1111730271440257,glioma_tumor
gg (389),0.5910225591715975,0.30128205128205127,0.8757369683140329,0.30521557424755646,0.5524631881379577,0.7449757326452626,2.6787852336411184,0.00020169061667310093,0.008542378636689336,0.0003069250713325213,0.008542378636689331,0.0003069250713325202,0.23142676854118396,2.262331809522803,glioma_tumor
gg (39),0.3623798076923077,0.25202631903353057,0.884906319061873,0.29989250594954875,0.5476244205197105,0.8591999689926837,2.647949446199669,0.00021547559684525648,0.009956234272472506,0.00035772447514293516,0.009956234272472499,0.0003577244751429342,0.28952702530712543,2.4573144357188745,glioma_tumor
gg (390),0.6402628821499012,0.31005763067061143,0.8737978264965247,0.3095036947229448,0.5563305624563015,0.7365840858760921,2.6857304428576363,0.00020919477810882927,0.008638190213372327,0.0003103675521986357,0.008638190213372319,0.0003103675521986347,0.23500911210854009,2.2856458661852663,glioma_tumor
gg (391),0.6211630917159764,0.33787136341222884,0.8578570928488263,0.2647519801542648,0.5145405524876197,0.759608176089426,2.903414104429565,0.00023040043414625192,0.009525367402718763,0.00034224355930457574,0.009525367402718756,0.00034224355930457487,0.24741800211468634,2.401756958738785,glioma_tumor
gg (392),0.3640054857001972,0.23469859467455623,0.8954030328074501,0.3615967983717194,0.6013291930147076,0.7808524800277886,2.347679747820727,0.00014253376341094915,0.007006207187154603,0.0002517308974636182,0.007006207187154598,0.0002517308974636178,0.2223553002089411,2.2144314747129723,glioma_tumor
gg (393),0.37053131163708086,0.2346215483234714,0.8960929651203321,0.35346884082460744,0.5945324556528495,0.773297974158518,2.354209656362822,0.00014571167061917914,0.00716984640661577,0.0002576104049453168,0.0071698464066157624,0.00025761040494531623,0.2264163064587273,2.247398965063438,glioma_tumor
gg (394),0.49748058431952674,0.29114275147929003,0.8744225025946825,0.3137758238302069,0.5601569635648627,0.7664377316781679,2.63696025828627,0.00018609523852577885,0.008282808152086154,0.00029759878261470724,0.008282808152086147,0.00029759878261470643,0.23689056088951732,2.3150048779005674,glioma_tumor
gg (395),0.46764053254437865,0.2777058678500986,0.879646393034511,0.31087556737948735,0.5575621645874901,0.7401653685214381,2.561109519616352,0.00016988229726454813,0.008021085205679445,0.0002881951565976838,0.008021085205679438,0.00028819515659768316,0.23550443034436291,2.32194746536603,glioma_tumor
gg (396),0.3381410256410256,0.2386356632149901,0.8904465898977842,0.31412470304138024,0.5604682890595866,0.798001280693348,2.4556614486402872,0.00015606930939729744,0.00806215668648738,0.00028967084243565,0.008062156686487371,0.000289670842435649,0.2470245582146363,2.3530512860329447,glioma_tumor
gg (397),0.31696868836291914,0.22982926528599606,0.8935855135311823,0.305092965616181,0.5523522115608672,0.776596005178491,2.404212838893819,0.0001500050863257013,0.008091843285244841,0.00029073747291748334,0.008091843285244834,0.0002907374729174823,0.24809249866496857,2.3642494055640944,glioma_tumor
gg (398),0.5255562746548323,0.2994021203155819,0.8717505553028363,0.2689234652022686,0.5185783115424984,0.7879240504831768,2.7858621593792248,0.00023910556912360088,0.010110130465276833,0.0003632539186344002,0.010110130465276826,0.00036325391863439925,0.2560551273770786,2.484651085745033,glioma_tumor
gg (399),0.5050696499013807,0.29056490384615385,0.875259285460023,0.2534521274971718,0.5034402918888911,0.8282553402537253,2.8591158667221666,0.00029401906513104,0.01179471849969724,0.00042378065534561416,0.011794718499697229,0.00042378065534561313,0.2531758369701266,2.463083473023351,glioma_tumor
gg (4),0.5598496055226825,0.2656327046351086,0.8942587575686146,0.37607323779689333,0.6132481046011421,0.7712515937677259,2.369989993607887,0.00020027628111243665,0.008065735757504177,0.00028979943737083793,0.008065735757504168,0.00028979943737083707,0.20623860921660203,2.1106360418617935,glioma_tumor
gg (40),0.4624553131163708,0.2911735700197238,0.8712944167832624,0.2648498210271296,0.5146356196641753,0.8539866760889145,2.871486826503811,0.0002764045959702043,0.011640088732466605,0.0004182248547476922,0.01164008873246659,0.00041822485474769105,0.30212182602013526,2.5821457802387804,glioma_tumor
gg (400),0.6493235330374755,0.35251787475345175,0.8514547412227048,0.25076185621141817,0.500761276669251,0.8297376745938635,3.0858157317626644,0.00033848235766338456,0.012220963850565217,0.0004390955214132942,0.012220963850565201,0.00043909552141329326,0.2543172190762165,2.4923178018304,glioma_tumor
gg (401),0.4896911982248522,0.2926913831360947,0.8726544414789499,0.2614353742781616,0.5113075143963383,0.7892527216606576,2.7944985915794662,0.00022416260069029696,0.00989183705536685,0.00035541070268044125,0.00989183705536684,0.00035541070268044016,0.2536365762287112,2.4786832896983544,glioma_tumor
gg (402),0.4512604783037476,0.2777906188362919,0.8777250814028573,0.2560649943787032,0.5060286497607652,0.8074837245419824,2.77241313274166,0.00022900241612791553,0.01021468316038704,0.0003670104652321925,0.01021468316038703,0.0003670104652321914,0.25258866361968324,2.4582054070564396,glioma_tumor
gg (403),0.38087093195266275,0.25037752712031563,0.8874143815945721,0.2713350726368413,0.520898332342158,0.8424340025386657,2.6898734618030065,0.00022683609988833586,0.010205642820812249,0.0003666856485755125,0.01020564282081224,0.00036668564857551133,0.2445593196076957,2.3873200237594876,glioma_tumor
gg (404),0.29749137080867855,0.19076676528599612,0.9151684044976663,0.4865224688213473,0.6975116262983344,0.74137950809739,1.8812902541861567,9.490519041725361e-05,0.004935677925215052,0.00017733740960212022,0.004935677925215047,0.00017733740960211979,0.19778826365997104,1.9023790068389497,glioma_tumor
gg (405),0.2577970907297831,0.17588141025641027,0.9201498938503486,0.43424873824270743,0.6589755217325659,0.7552172466941386,1.9401497694577456,9.650220881482108e-05,0.005470691128456006,0.00019656027158851085,0.005470691128456003,0.00019656027158851034,0.21392513477426767,2.037047690379547,glioma_tumor
gg (406),0.3502989398422092,0.22117696005917165,0.902132175839157,0.39205539917767707,0.6261432736823714,0.7656306825927387,2.2192845664688767,0.00012911496303153182,0.006438670575631274,0.00023133947929029276,0.006438670575631267,0.0002313394792902922,0.2150231376726399,2.0926677315996676,glioma_tumor
gg (407),0.28979444033530577,0.195505115877712,0.9116083087621712,0.4345552266232818,0.6592080298534612,0.8951307475281166,2.2740685677375216,0.00017538343313425883,0.007127312603102752,0.00025608217829645294,0.007127312603102747,0.0002560821782964521,0.19365972997127018,1.906228712508229,glioma_tumor
gg (408),0.5676775147928993,0.30590483234713994,0.8719221182203581,0.31281171751906994,0.5592957335069435,0.8092416737083026,2.7776479921121853,0.00023070014350688188,0.009043246846073964,0.0003249211140545456,0.009043246846073959,0.00032492111405454455,0.21546779347911144,2.181902508231273,glioma_tumor
gg (409),0.560465976331361,0.30394785502958577,0.872333121391325,0.30557399982586114,0.5527874816110266,0.8053402014406716,2.785637675518544,0.00023138107711413974,0.00909688271939152,0.0003268482347013953,0.009096882719391512,0.00032684823470139425,0.21291253168911028,2.191284054344698,glioma_tumor
gg (41),0.6115322978303748,0.3525486932938856,0.848460215190223,0.2343379210651115,0.4840846218019237,0.8413044069084955,3.1286814500403577,0.0003362034071012677,0.012995478486472657,0.0004669236895616274,0.01299547848647264,0.00046692350478532926,0.3100554497846366,2.64794492276935,glioma_tumor
gg (410),0.5724235700197238,0.30261495315581854,0.8736758457373343,0.30830188297833155,0.5552493880936129,0.8201797274956798,2.7948487951438032,0.0002512291551890156,0.009588405576676728,0.000344508501759318,0.009588405576676718,0.00034450850175931686,0.21927110158229218,2.23857417187407,glioma_tumor
gg (411),0.45532852564102566,0.26104074211045364,0.8877687242551932,0.32697674411241073,0.5718188035666637,0.8063634562857223,2.5773248157076583,0.00019060909407274363,0.008299728625366761,0.0002982067300833813,0.008299728625366752,0.0002982067300833804,0.22374987066442364,2.230564410491232,glioma_tumor
gg (412),0.5125123274161736,0.2817276873767258,0.8807125890281562,0.3252317277447317,0.5702909150115681,0.7921214217915528,2.6386735999914275,0.00019888323281646949,0.008339020222961376,0.0002996184652577859,0.00833902022296137,0.00029961846525778497,0.21634318661375726,2.2243840469533454,glioma_tumor
gg (413),0.5404647435897436,0.29910934418145957,0.8733376285190048,0.31618729250750194,0.5623053374346556,0.7886679642213227,2.7050707223593524,0.00020453432487021813,0.008525973595966168,0.00030633564319917364,0.008525973595966161,0.00030633564319917266,0.21946807532093862,2.2262111076639695,glioma_tumor
gg (414),0.5560897435897436,0.3047260231755423,0.8718090167775274,0.32360488367855916,0.5688627986417807,0.7718628142649534,2.6754852273982905,0.0001930371004423758,0.008153264699776393,0.00029294432569681024,0.008153264699776385,0.00029294432569680937,0.21559947268673893,2.1876170714749668,glioma_tumor
gg (415),0.48209442800788965,0.27258228550295865,0.8836917026056754,0.3795480945004037,0.6160747474944933,0.7846325119924589,2.4664038021728993,0.00017150498895678433,0.007281299527480858,0.00026161488174582183,0.007281299527480855,0.00026161488174582096,0.21887056702027075,2.1062586924249196,glioma_tumor
gg (416),0.43330097386587774,0.25117880917159763,0.8918488478659956,0.36031383255603416,0.6002614701578256,0.7766019635821486,2.439659047936295,0.00015817650089421193,0.0072165635148177835,0.00025928893646179276,0.0072165635148177774,0.000259288936461792,0.21720887966755426,2.1520416996191973,glioma_tumor
gg (417),0.38045488165680474,0.23848157051282054,0.8943813983993567,0.32740133636563534,0.5721899478019824,0.7244695300184698,2.3654304616760626,0.00013547938717726552,0.007389460250493114,0.00026550106369089855,0.0073894602504931085,0.00026550106369089795,0.24820157376969318,2.384319057503637,glioma_tumor
gg (418),0.5356801651873767,0.29789971646942803,0.8732495327393681,0.2942802395259337,0.5424760266831463,0.7026580037422943,2.6210377994570524,0.00017576646148937763,0.008363485895308411,0.0003004975094385319,0.008363485895308402,0.000300497509438531,0.25469991620085336,2.4371533691989766,glioma_tumor
gg (419),0.7360777243589743,0.36733388806706113,0.8500010742392672,0.2543622941427186,0.5043434287692451,0.738186430378945,3.001901143470838,0.00024968076019785606,0.010087216881979152,0.0003624306405420528,0.010087216881979146,0.0003624306405420516,0.2557164769315013,2.4633916110352287,glioma_tumor
gg (42),0.5973249506903353,0.34152336045364895,0.8531728371437517,0.22237140699786342,0.47156272859277526,0.8361565972622904,3.149838899818361,0.0003340960528440336,0.013098605537599095,0.0004706288284275473,0.013098605537599083,0.0004706290132038432,0.30930400154687226,2.633256743421609,glioma_tumor
gg (420),0.6299540803747535,0.34077601084812625,0.8570857822144315,0.27981653881279656,0.5289768792799895,0.7240344454340911,2.820544923719328,0.00020214694260481267,0.008909523949993238,0.0003201164909906496,0.008909523949993229,0.0003201164909906486,0.2541112113448128,2.438783019427386,glioma_tumor
gg (421),0.4030294625246548,0.25286612426035504,0.8880208815756372,0.33314570719700237,0.5771877573173242,0.7973371782449711,2.518637703561869,0.00016471659281370196,0.007852904581381695,0.00028215247781877427,0.007852904581381692,0.00028215247781877346,0.2477362490720662,2.386324266491103,glioma_tumor
gg (422),0.5700120192307693,0.3110130054240631,0.8688884400532993,0.2556447386391498,0.5056132302849183,0.8289108467564315,2.9380069718655983,0.0002793803285141513,0.01136229664520561,0.00040824386937764634,0.011362296645205609,0.0004082438693776452,0.2803155974048023,2.484602501031705,glioma_tumor
gg (423),0.611855892504931,0.32270864151873774,0.8656602163163793,0.23777927115839398,0.4876261592228148,0.8089091095896577,2.9898223518518385,0.00028184236272996746,0.01161129014485678,0.0004171901302368332,0.01161129014485677,0.0004171901302368321,0.2827550902624144,2.540235928507944,glioma_tumor
gg (424),0.6057384122287969,0.3357371794871795,0.8575889063445625,0.22190368293533758,0.4710665376943448,0.7860511928853504,3.0334901214526435,0.00025435232711997033,0.01108318701966579,0.00039821554525718776,0.011083187019665776,0.0003982155452571864,0.2800722399377252,2.5283249863845425,glioma_tumor
gg (425),0.4200721153846154,0.2619344797830375,0.8842964896080653,0.2716300743189725,0.5211814216939937,0.8752906107606966,2.859380978773432,0.00026983279617765024,0.01110913624976709,0.0003991478932177027,0.011109136249767075,0.00039914789321770155,0.2778603160428428,2.4437900758742623,glioma_tumor
gg (426),0.48764946992110453,0.2864352194280079,0.8760487732668107,0.24523128762415897,0.4952083274988002,0.8648035265499715,3.004374422502963,0.00030009436586598415,0.011996544128966013,0.00043103218894001557,0.011996544128966004,0.0004310321889400145,0.28494133475894506,2.513623398049623,glioma_tumor
gg (427),0.5739336785009862,0.3099651750493097,0.8690847260208011,0.2364576031257574,0.48626906453707025,0.8417721178707569,3.061647435734627,0.00031049314809431026,0.012335797205168388,0.0004432213565977724,0.012335797205168378,0.00044322154137406823,0.2917358432853959,2.5688403323520426,glioma_tumor
